monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
112834,3841,2316,3063,302,837,1138,70,13540.08,17024,13303,260,1620,8770
420281,121786,81795,5152,798,404,51697,1679,84056.2,3265,12783,1651,3152,4089
31638,6416,2838,330,371,356,1360,717,1898.28,16741,2315,1285,2647,4500
273217,10633,11829,4307,872,540,14794,1380,54643.4,9844,9255,1083,1121,5997
449727,128785,73673,3755,850,826,24631,422,89945.4,10369,4267,99,2005,9641
225379,594,24502,542,585,935,20903,240,45075.8,10862,8447,1668,678,8783
242069,14393,27204,5081,893,20,11628,1626,48413.8,2811,4171,1259,2518,8511
39320,2612,1265,5836,285,853,1959,669,2359.2,13239,7000,671,2314,2901
473092,130364,35751,1798,677,610,30057,718,94618.4,10522,6395,1958,1759,9340
44924,1496,5901,5811,775,574,2129,1592,2695.44,5555,2884,1278,1390,6876
222792,4861,24315,5808,925,813,23088,1591,44558.4,8696,7281,748,1507,5835
443950,103070,47457,4968,428,644,38959,678,88790,13779,9832,606,2626,5749
340260,36126,46875,5827,734,526,5765,126,68052,12097,13469,39,3759,4525
181097,14846,40911,5608,885,104,24813,425,21731.64,9437,2009,1260,3687,1066
497719,18228,106334,3722,634,622,35807,1553,99543.8,2173,13922,1259,3879,9022
12159,0,70,4303,695,850,1405,1098,0,10283,12615,809,1295,1689
58940,94,13122,1959,394,335,8580,277,3536.4,4557,7318,73,1183,8905
89436,8684,10652,3528,899,423,11598,493,5366.16,9039,5764,734,4963,3864
480192,80636,33379,898,167,622,65391,387,96038.4,18982,14560,903,2277,8280
24678,3069,3523,2495,705,874,186,770,1480.68,7664,260,858,3685,7786
202147,32917,27152,369,292,854,15479,1980,40429.4,4184,3607,28,4593,9859
450420,54486,70960,1693,650,3,27319,535,90084,4725,8779,1467,3623,1286
415237,90510,75475,3959,676,468,3428,1485,83047.4,7713,4966,845,2253,2437
147844,31129,30253,1949,242,663,7758,307,17741.28,19725,14274,1046,198,1961
77163,14466,1628,5934,532,553,11426,1602,4629.78,14673,5095,515,2369,4523
251040,62294,13176,2581,428,886,30727,1146,50208,9300,863,243,2407,2708
214827,63635,7907,3982,876,537,23138,286,42965.4,8515,6658,545,457,7564
164536,20860,3372,2983,598,873,3388,1076,19744.32,7287,14396,616,3558,5660
61137,7276,11188,4862,910,193,5069,444,3668.22,16287,10019,1701,901,6276
433448,66087,24592,4952,732,359,19318,1144,86689.6,7933,1426,1852,3208,997
333641,8486,13102,5289,770,519,20755,1721,66728.2,6588,2447,26,4248,7519
477240,49607,108093,5231,437,72,48069,1442,95448,14048,2952,1106,4405,7791
110485,9745,25642,1610,625,961,15831,1822,13258.2,3767,10301,158,3522,2576
250970,18330,3139,5013,821,77,6934,1976,50194,11580,3145,1922,4547,4494
454664,120803,77179,5713,950,659,6859,1779,90932.8,18583,14428,1500,2315,7886
115468,24829,18643,5900,320,833,16031,1099,13856.16,10703,8376,1868,901,5385
487733,43336,100554,4529,674,67,29148,905,97546.6,8641,2883,666,4297,8366
10901,0,2025,4403,521,866,1201,83,0,4732,6459,1194,359,584
97980,23507,8181,2375,881,694,2751,913,5878.8,12934,2202,955,1136,5141
379738,38921,82203,1082,542,333,40941,875,75947.6,19447,14193,1631,3997,6169
486813,6589,60332,4106,334,84,6503,1847,97362.6,8303,7333,1837,507,9506
275025,64409,30632,1633,659,495,17440,803,55005,8178,1724,1776,3817,2592
302007,15589,38493,4017,581,78,22044,306,60401.4,13071,3910,804,66,4617
252434,36375,48352,4936,984,550,25120,1468,50486.8,13662,2656,632,4723,1445
408838,43085,29408,1357,358,305,6243,1682,81767.6,12360,8956,194,2627,1658
404594,60840,89838,2354,949,19,39568,336,80918.8,15745,9808,1254,675,7058
486384,98704,87157,3701,478,581,49481,1895,97276.8,12655,12657,645,2328,4291
497063,97047,78755,5304,510,155,46144,1404,99412.6,15266,8635,1594,1031,1675
212258,22426,41562,2409,593,116,18553,1930,42451.6,5009,4067,1154,1304,3487
317345,30982,25939,3457,590,879,9770,516,63469,17867,4204,1018,3491,7962
261839,59720,46880,4096,518,938,35774,100,52367.8,16265,13572,499,1650,1620
331395,16746,36843,3948,255,449,30580,1964,66279,11217,6247,460,4430,4036
82572,3851,12778,1620,873,27,5840,99,4954.32,19916,11376,906,4283,6482
49255,3412,6162,4717,474,886,7145,172,2955.3,2527,2322,26,4908,3059
73212,10498,7636,3999,381,609,2523,1455,4392.72,13526,9920,244,1764,3590
322354,62798,58144,1032,874,973,19299,1131,64470.8,9190,569,129,558,9549
397773,98388,58103,5814,986,328,13497,781,79554.6,17616,11676,1343,3761,7880
32499,1824,8002,5776,857,662,1772,1908,1949.94,2627,2373,1255,849,1060
112552,15930,13453,3933,398,363,13922,27,13506.24,4116,9567,1195,2089,1329
454844,110853,30158,3849,466,418,64490,756,90968.8,18012,12040,1611,2225,1412
71360,10113,14633,5755,413,21,872,1288,4281.6,8707,10555,566,3,4655
407819,113436,12992,3962,878,260,15794,314,81563.8,14684,6943,1262,4405,264
496525,21159,110430,4944,652,59,23881,37,99305,10799,11985,1656,3688,2739
399610,95072,25390,5678,412,936,22388,1628,79922,17926,5799,1959,1708,8426
357617,89788,45858,904,831,412,45301,1176,71523.4,17921,13347,1355,4894,8525
153704,24003,16756,2022,565,162,8448,327,18444.48,2297,14120,1430,2425,9474
171679,40186,21971,2704,817,113,21301,47,20601.48,13764,11014,1727,1410,9907
101873,2371,7071,3782,219,353,4032,914,12224.76,17497,1821,1976,942,9883
75756,7068,13749,3112,383,195,3260,1665,4545.36,11736,4488,521,2050,842
450210,52452,84811,1881,581,44,8885,5,90042,16850,554,1012,476,9424
204454,22205,44751,2578,203,624,23826,1437,40890.8,7189,8449,290,4154,3153
473570,56955,6586,2650,319,904,13026,1084,94714,14957,5523,645,308,8912
328488,7464,19703,3923,185,178,23585,769,65697.6,18466,7871,1624,1423,664
456991,9840,92301,1014,983,781,13006,1458,91398.2,16278,3573,990,3250,468
410565,102616,76177,1224,408,492,49707,1362,82113,10332,7712,766,2201,4362
343298,40768,36735,3462,400,324,28532,1292,68659.6,17345,3555,181,4773,5806
37464,9461,822,4453,162,369,5609,816,2247.84,13915,12607,733,368,2994
445840,20927,98525,4829,820,567,6642,1780,89168,3831,5784,1403,3139,3495
131897,24398,12129,4378,690,878,13556,7,15827.64,8097,2455,1742,3440,9489
309488,15329,36656,2869,206,346,42237,776,61897.6,7515,8103,1005,242,530
93791,15791,13499,3115,310,778,5228,662,5627.46,2930,9218,834,2324,7310
165371,14372,10352,4878,586,925,9139,484,19844.52,4288,7860,81,680,5706
189047,48703,19654,4762,927,114,20964,711,22685.64,4671,9163,631,3514,6283
142534,27354,10117,1188,379,356,4373,328,17104.08,7420,14134,1847,2136,6946
392353,48469,86613,3778,980,166,14060,1423,78470.6,17500,5955,1360,2284,8739
91441,11250,12772,3889,990,353,13340,399,5486.46,19404,880,59,2359,756
362600,87073,69529,5750,342,114,397,779,72520,14033,771,781,189,5361
353932,34370,18982,2023,769,407,49373,1752,70786.4,16189,1541,1709,728,6539
247612,51408,34434,1558,506,591,34545,1912,49522.4,4953,11986,783,14,5263
443797,90941,81848,710,501,825,31117,1418,88759.4,6882,2779,1394,3265,3291
241444,23703,44041,2530,407,797,16277,337,48288.8,12453,4430,1306,765,1323
474505,138604,79874,3494,771,919,22112,1932,94901,8935,550,1770,3828,9123
286319,35416,30173,2505,791,322,12630,418,57263.8,17833,13061,420,4555,1466
147263,6903,26690,2360,784,540,17158,1233,17671.56,8276,5950,992,3238,1437
355578,18242,27328,4198,777,41,33107,1386,71115.6,10097,14343,1084,831,7183
94518,17486,11360,2913,891,459,6,989,5671.08,17423,2891,1909,1269,3919
221230,35249,50706,2112,442,118,1296,1194,44246,11739,4495,1427,3768,6768
338681,100124,22625,2102,535,573,287,100,67736.2,14922,6586,792,4078,595
387865,95049,44894,4206,894,666,50044,413,77573,7484,13653,1201,2366,124
57645,10271,87,977,978,796,6990,571,3458.7,5180,3520,569,4181,5854
249608,32294,39883,3210,383,449,33337,322,49921.6,18570,11293,589,214,9429
33283,3684,2703,5013,445,440,4718,28,1996.98,7471,8030,420,3606,5926
359115,23795,76687,2551,852,188,25218,1688,71823,16541,2080,132,2891,633
364903,60301,51570,3304,686,284,52824,1601,72980.6,2046,6123,821,2745,1521
200195,3651,26998,1094,528,103,28656,750,40039,16434,9404,1828,1549,9657
112780,10431,4147,1028,827,568,14815,1028,13533.6,16840,5816,1353,3355,3394
433240,75667,65524,1993,954,456,56143,1659,86648,5037,10529,1033,2308,8110
452846,89627,34515,5034,359,310,39541,606,90569.2,5305,10207,1288,4035,1883
302878,90381,73768,490,688,883,18935,516,60575.6,17262,5340,1869,4151,6986
10515,0,2138,5294,327,683,109,1108,0,19997,7430,1312,509,585
382926,55372,49190,2296,705,383,36418,239,76585.2,15264,12790,1431,1688,5203
338871,70366,76812,2407,221,667,3219,1072,67774.2,8360,4620,1093,3482,8798
238872,47387,56195,4166,657,164,731,25,47774.4,11892,13270,1530,443,5682
381308,52927,64108,1789,371,406,45269,838,76261.6,10145,10342,1080,2670,428
318360,9304,18535,5798,972,844,11235,413,63672,11628,1953,537,4058,2479
343977,17032,43050,5848,377,580,22077,1121,68795.4,2112,14795,678,2310,630
68755,14585,208,2409,990,991,8759,1435,4125.3,6241,7238,171,3391,5013
37856,10334,599,937,382,475,3048,1917,2271.36,17443,12107,319,1391,1105
83870,16,3709,4345,417,57,5556,1293,5032.2,14028,1395,1518,4451,9227
427378,73844,24110,5394,403,718,23488,273,85475.6,12775,825,431,3997,44
147080,29654,5723,5924,824,983,9549,1336,17649.6,16523,8836,1218,476,2651
280131,39244,55704,4458,155,415,30124,1259,56026.2,12350,7558,1071,4763,9662
465748,137014,108072,3119,196,596,29518,1232,93149.6,2055,8474,1575,2087,4287
106502,17929,10316,4411,556,836,7263,1048,12780.24,2580,353,173,3034,683
406548,2693,22622,1141,729,612,47761,1861,81309.6,5545,8825,351,3028,3854
76323,15562,18792,4251,403,803,1071,644,4579.38,14817,4712,985,4450,9616
442206,6259,59921,5520,598,250,57125,180,88441.2,14003,8267,1794,4410,7754
282017,4942,21162,4358,208,219,7445,596,56403.4,14736,12160,1995,1811,3388
223614,47419,28833,3547,542,159,22396,245,44722.8,9561,7606,397,4542,2969
488977,102092,17206,1516,780,186,41083,1574,97795.4,12128,6149,764,2760,6556
177516,371,24501,1198,847,895,22727,762,21301.92,15474,14637,722,162,8947
438556,23404,75827,5886,709,955,65610,440,87711.2,3667,10271,259,4409,9304
115219,7120,20967,2522,340,598,1988,625,13826.28,10410,14502,1790,3312,7171
15033,0,3602,1557,414,463,156,467,901.98,11083,4457,651,884,5673
345468,100965,77195,1814,833,497,31031,1802,69093.6,6426,9033,994,2708,151
287833,56332,55387,716,707,329,40055,964,57566.6,7258,4594,1534,1322,8180
119756,25040,25226,5952,292,348,3083,1637,14370.72,13778,2575,373,2263,7770
490350,103182,106287,4846,395,499,48934,998,98070,8647,9848,1786,2176,1746
498455,111395,6500,3183,365,666,44939,738,99691,15667,8924,1942,926,4456
272210,73844,1634,4126,586,866,13856,765,54442,2843,8019,1263,2622,4062
124159,34142,14059,4675,837,489,16127,226,14899.08,14299,7234,642,1453,2113
186318,44163,4814,4639,989,279,24658,760,22358.16,5511,8136,1026,3734,2111
17533,0,1167,974,625,854,692,1304,1051.98,8708,3779,636,4378,6599
483855,102281,4076,402,533,834,46307,1693,96771,3119,14961,1766,3115,9628
211224,28893,41158,2657,806,163,3065,513,42244.8,11327,13870,297,2221,8405
252653,9388,56110,4293,696,397,7954,211,50530.6,8034,3832,1272,3432,1309
387972,107292,38210,4327,564,67,35001,1059,77594.4,15358,10563,463,3343,2756
331802,62969,25931,4008,281,427,14164,548,66360.4,5765,9128,972,4058,6013
310642,36660,32007,4512,965,431,42744,769,62128.4,8397,2226,1170,4287,611
119028,23708,22744,1795,547,873,16255,1263,14283.36,15830,6516,155,4364,9345
283916,24726,30396,5158,656,374,5628,1387,56783.2,12071,2768,1317,433,6688
361529,79544,88619,3692,302,799,36936,430,72305.8,15617,13226,116,2175,8631
452252,131183,101809,3806,963,723,56338,1114,90450.4,16709,3939,1527,1463,6729
461747,115370,49954,3085,709,631,6308,1631,92349.4,3029,1641,1672,183,9056
260231,17545,56779,2534,317,912,35082,1210,52046.2,3504,2407,1719,135,5822
22940,2379,700,3959,839,988,1463,259,1376.4,2864,9534,109,4780,2827
390171,95773,66038,5180,924,696,21631,1754,78034.2,17038,1160,912,353,7394
26932,4988,4564,5888,756,422,3992,349,1615.92,12410,9262,1670,2933,2487
236377,41120,14262,4032,977,927,2914,706,47275.4,18873,288,1479,4116,6274
460043,17809,114445,5102,952,963,42301,45,92008.6,9127,4987,612,4748,5299
464647,27967,10605,5191,379,727,68237,876,92929.4,11733,11793,1651,4530,8719
34648,9748,7939,4868,852,641,4044,869,2078.88,6882,10889,1142,1027,5607
42966,7040,6032,3825,553,77,33,1955,2577.96,7935,10571,715,1979,8914
430993,86512,56558,3817,293,487,34913,1600,86198.6,5288,10007,53,3779,9674
265733,23914,37487,5077,825,169,7487,226,53146.6,17030,2310,539,3732,9389
173639,30067,40516,4489,680,37,12997,1591,20836.68,15754,10223,1407,929,8478
256331,19491,27543,5131,217,566,37479,1739,51266.2,12116,307,1473,2152,2048
420390,49454,96816,2829,247,950,34692,1570,84078,17467,8204,239,3412,5558
52598,4533,2870,2213,156,289,1857,1142,3155.88,18034,10111,255,131,541
200271,51925,4758,2757,964,557,24005,977,40054.2,5836,3934,1179,2367,4052
417014,89119,38736,5985,326,170,50033,1261,83402.8,19410,10011,24,847,1551
468580,37049,77195,1450,355,641,62652,1124,93716,2627,5706,253,3495,4263
420774,27821,65138,4158,448,675,6023,790,84154.8,14283,3655,1882,4614,9814
333228,95797,50250,4437,949,581,35670,1760,66645.6,7286,6664,98,1917,6519
185309,37536,40558,4436,378,291,9789,333,22237.08,12457,1205,718,2732,2841
206569,29945,9585,1810,780,917,26515,1530,41313.8,7841,14405,688,3879,462
141250,17384,27903,4270,419,580,15747,555,16950,8425,506,943,4372,1351
258004,28410,55604,4215,230,421,17629,0,51600.8,19358,12768,379,2965,2164
489222,77734,37039,3552,821,104,29203,730,97844.4,18055,8599,1250,2138,3527
27118,6422,4323,4049,337,565,1303,727,1627.08,12376,13296,942,3835,5379
32616,1718,2394,1043,849,405,2824,1985,1956.96,7452,9131,573,3785,9496
141870,7169,34806,3065,969,879,16499,1163,17024.4,6714,14157,416,4072,482
279745,40129,48745,4238,650,458,20884,1932,55949,14887,3859,491,334,9083
297507,3830,5461,2811,855,874,33064,922,59501.4,10188,9310,169,4718,3589
12795,0,1985,1373,636,247,1548,1299,0,11340,11061,598,2103,1846
107462,21404,1262,5827,921,926,2948,366,12895.44,5578,12653,538,1216,4808
448480,63867,5731,3517,637,308,18989,623,89696,5119,3148,229,2926,7207
375036,35650,21500,4693,627,372,22861,1778,75007.2,5261,13572,1915,2632,9289
344977,33766,75439,2492,852,105,24305,1889,68995.4,9790,2889,7,4774,680
275228,81478,33117,315,438,860,17478,1541,55045.6,18383,2250,189,3345,4953
368009,32419,31174,3853,255,314,46021,1927,73601.8,15808,14512,371,3399,3899
479862,16668,33208,5471,790,608,30778,1300,95972.4,12935,846,933,1837,5515
272875,16246,25960,406,758,853,29387,1638,54575,15171,6689,882,933,3341
142201,24996,10247,4614,725,944,5101,1940,17064.12,11891,1683,1027,2068,8600
169094,3065,30806,3268,789,538,1074,300,20291.28,19926,2681,1077,3023,2781
273749,10467,26038,4766,372,71,16399,1023,54749.8,15530,1155,1199,4141,7604
87506,17878,6949,3345,954,377,1527,1093,5250.36,9669,5256,452,2136,2205
250313,21007,2205,3157,531,495,32479,872,50062.6,10609,904,1935,3862,4026
54130,2543,8621,4649,987,184,3199,1451,3247.8,7539,14888,1852,4603,4030
432481,28702,83391,1728,253,133,11433,1210,86496.2,12966,14597,145,2799,222
173402,28833,19564,2308,813,173,7800,157,20808.24,3184,11708,1272,3137,6801
340613,75569,78669,3401,263,792,43996,1673,68122.6,7186,8899,1644,4992,6594
156259,34169,18114,5708,657,609,13491,1354,18751.08,2314,2300,940,1992,3855
429007,16829,32803,5380,204,392,10977,1280,85801.4,9445,5840,785,217,9422
362580,60135,59341,3936,270,63,34760,1929,72516,16391,14152,903,3504,2899
211682,4522,23545,3771,366,995,19337,1432,42336.4,12628,4694,1052,3131,1064
384485,85687,62759,3331,784,414,39239,463,76897,18976,14368,1172,4691,4181
233034,35319,40777,3221,152,402,5822,82,46606.8,9082,5427,1510,2585,5387
443083,120334,76488,4745,241,112,50083,1609,88616.6,2730,13291,821,4257,416
404109,26543,68071,5874,556,64,51167,878,80821.8,14814,10833,1626,2798,2199
109694,30473,21098,1178,825,727,7418,13,13163.28,5692,11838,1582,4073,6297
29773,7699,4265,2812,590,865,2138,1154,1786.38,6219,5881,1217,1283,8563
276383,68165,63153,610,780,400,4289,1219,55276.6,5142,7067,835,358,6117
293007,40455,12860,1414,581,289,25663,679,58601.4,11912,8460,943,2273,9100
323559,75692,79783,1621,210,482,13605,928,64711.8,4959,2723,715,68,5395
78968,17441,17410,3696,875,419,8417,1235,4738.08,10519,12585,1103,2025,5839
70430,6834,8512,4675,622,908,8636,206,4225.8,8710,1838,1112,8,8865
260072,18179,24158,1266,396,314,10573,1158,52014.4,7083,4141,1174,280,9823
11515,0,1599,3489,896,88,1086,107,0,10646,8407,784,1575,1263
107206,4849,2293,994,521,758,1902,1794,12864.72,11347,5398,508,792,6429
255282,15782,50764,5305,438,843,3603,630,51056.4,10293,8112,316,306,2530
245702,9496,49628,2914,739,660,26058,730,49140.4,7993,10158,179,3960,655
417821,88867,23810,570,173,356,21836,164,83564.2,8714,3569,553,145,4783
328384,39238,45588,5936,555,877,48118,860,65676.8,19192,6753,878,3565,7560
15586,0,3645,5520,457,997,244,153,935.16,14225,3941,1586,442,6837
392563,23563,30034,1711,762,960,43071,346,78512.6,3241,10378,1773,3926,2450
394518,3712,1947,5705,521,751,4048,1048,78903.6,9086,1434,1920,308,7329
255277,45489,19715,3327,912,517,17188,1959,51055.4,12607,383,1428,4577,9789
41186,5458,5260,3424,784,748,931,1578,2471.16,11953,2143,1208,3777,599
36928,5315,6066,2053,364,364,1760,1650,2215.68,3392,14730,1315,4678,6287
239336,70917,16303,5236,411,266,29961,349,47867.2,7142,239,1793,4040,8222
224159,63910,47782,2121,993,847,27692,1579,44831.8,11280,9094,790,2418,4919
395134,97288,24031,5399,495,405,57150,1747,79026.8,3733,6796,699,2721,1734
359173,60972,87389,4635,562,749,14092,1478,71834.6,10305,9730,487,4149,6955
30711,6387,1593,3585,272,138,24,1820,1842.66,4587,3239,1722,576,449
64962,16950,9939,660,913,164,4395,749,3897.72,11112,6404,1217,1268,6771
30039,4622,6273,3735,469,793,73,737,1802.34,16592,10107,1066,199,3863
46561,4132,10225,1033,486,696,5235,1241,2793.66,18287,10918,442,1408,5373
216555,61617,40472,1151,307,665,28823,1882,43311,19692,8211,201,2712,4491
484611,41598,120842,1159,476,105,14916,1269,96922.2,11261,12210,1642,3824,6259
229730,20551,16640,5096,810,148,12262,312,45946,6747,2283,1096,4659,3698
11577,0,2863,1650,214,184,1114,875,0,6551,9643,220,3920,2285
117792,2670,6512,4384,518,409,13873,1672,14135.04,8822,8934,1625,3319,8467
431566,74900,2991,3183,153,782,30579,1813,86313.2,6507,8104,631,4578,830
257980,26296,17801,3847,835,870,4187,459,51596,19294,5442,1699,4751,8269
248540,18066,24144,5218,797,702,11111,1605,49708,3979,2510,827,2945,4158
437014,75577,7965,4492,905,674,31547,1541,87402.8,18934,10562,1756,1753,7340
238506,64771,13730,626,209,906,23723,1690,47701.2,5542,2465,387,4,726
222489,27484,29553,2420,194,200,4780,255,44497.8,16159,5665,1556,1608,4016
20785,4137,4114,1293,733,617,371,1657,1247.1,16807,8667,1632,3566,5400
82227,770,8301,5675,756,726,5355,1653,4933.62,12132,5224,990,948,2270
390824,27115,18936,2066,692,835,25641,1490,78164.8,5181,11930,1910,1018,9764
334101,26038,14155,5389,305,989,13460,819,66820.2,8953,13400,987,1342,5406
75431,3854,16080,4728,901,219,3995,1861,4525.86,16800,5804,1891,1946,2105
420513,35886,2042,1480,213,856,56020,1529,84102.6,3358,10445,1888,1520,5382
344038,51284,18565,2264,570,469,44718,1968,68807.6,4893,6466,1027,2997,5466
257941,9901,47602,3081,472,728,8802,208,51588.2,19299,9501,387,1438,1173
204844,56377,37260,3205,258,985,7645,1884,40968.8,16943,10157,160,4031,4099
160653,17374,36326,398,612,433,4215,406,19278.36,5644,11544,653,1037,6106
327336,49862,42581,3079,729,28,1838,80,65467.2,18010,7259,495,1,7135
273606,32806,3658,543,696,749,38416,1940,54721.2,2543,561,904,4497,9812
400992,17659,81855,4337,400,63,6684,1353,80198.4,15187,7793,1111,529,4808
205245,48770,19078,1800,659,936,26671,106,41049,17260,11142,831,4857,4187
418727,23453,102188,5860,697,95,6944,647,83745.4,19028,8134,189,2129,9717
348250,30498,37548,5794,590,665,40382,437,69650,15546,12528,88,4888,3721
320809,70393,19668,3009,603,539,22083,1037,64161.8,17179,6049,1158,3554,1519
185486,16312,38720,3353,793,509,8185,1566,22258.32,14070,5667,493,898,175
353154,1436,40285,4762,966,339,23536,690,70630.8,5832,4409,260,1509,5927
82573,18483,5106,3526,883,687,6182,1981,4954.38,2143,6196,877,4664,2228
234737,45986,51318,5877,828,250,472,1425,46947.4,12731,6543,1036,1845,8453
379947,102555,37165,1347,423,705,25732,509,75989.4,5296,13646,1782,3599,3830
129682,9305,32028,4678,209,278,4419,1454,15561.84,3071,14734,1409,3475,6205
23386,2726,4322,1615,491,38,51,1117,1403.16,12785,8548,249,2180,9251
396213,76126,62970,1686,543,68,39859,81,79242.6,8548,5642,1526,2839,7956
64460,7662,7668,4220,262,276,9619,691,3867.6,15886,6231,595,1258,1479
409437,122238,95443,2037,370,119,38646,248,81887.4,3552,1734,1931,3756,8819
426690,68659,45411,721,940,85,43176,240,85338,6336,1049,1652,427,1562
125375,4158,29372,4101,217,176,15941,164,15045,13553,12531,90,343,3149
384804,74236,80358,5662,464,970,26399,1496,76960.8,3970,14228,1286,1148,5763
162117,10531,19776,5773,616,605,23044,1309,19454.04,12600,12262,673,3694,109
363463,27738,75998,1711,412,91,20839,1053,72692.6,8210,6666,1684,3238,9991
126582,9879,3711,3549,930,419,16451,867,15189.84,6873,8613,1723,4891,9178
408138,5543,99890,4870,280,80,12006,458,81627.6,3028,10698,1873,3451,9434
253015,47924,42174,2752,573,340,9365,303,50603,14264,8993,393,2682,4738
163778,42348,39906,2383,416,420,20960,678,19653.36,15578,13102,421,4812,2736
314915,84117,73198,4753,869,227,6056,794,62983,7878,9385,185,4314,1819
62335,3911,7404,4953,361,894,8452,911,3740.1,4381,11156,1591,2646,6757
239087,43888,46101,3978,712,472,11722,997,47817.4,18519,9678,1510,731,6773
62949,5235,9837,1650,437,87,1649,1951,3776.94,6614,4274,1963,2347,2898
473930,4799,9542,5463,574,349,17060,924,94786,13757,4322,1236,1868,4408
105558,25091,15904,2667,703,639,7223,1971,12666.96,5801,9422,975,163,4236
418456,93770,27774,5133,908,809,31573,713,83691.2,10476,13775,1394,4991,5369
494972,112529,8556,3640,856,189,20323,605,98994.4,9390,2603,447,1466,2013
374416,90141,46123,2872,393,866,20722,458,74883.2,3724,6897,659,4767,9031
274860,60558,42586,4420,861,980,10127,1038,54972,10568,13732,1841,4068,5276
157646,36534,14864,4144,782,645,23041,299,18917.52,2052,4124,1845,1539,4010
252887,31668,30016,939,483,980,9384,406,50577.4,18711,5473,1965,2816,9006
486471,135183,58989,1874,477,135,43582,1071,97294.2,12580,8667,39,1233,9029
476933,72392,56093,3528,864,324,66201,1686,95386.6,2638,8612,151,2728,2103
447282,16490,33749,5604,255,39,30557,113,89456.4,9285,14102,1518,296,8336
202898,35194,42996,4569,911,649,21246,454,40579.6,13445,7454,1620,3081,1255
161285,14497,36320,5813,950,286,9793,1916,19354.2,6035,7958,1643,2164,3957
81916,20762,17305,485,228,255,1909,525,4914.96,11100,8442,313,1506,3638
207223,53516,11938,5700,314,797,7452,1992,41444.6,15221,9233,1822,1923,2034
269590,44104,16318,5396,995,946,187,821,53918,2276,8265,1530,2244,3618
258090,5316,52810,1618,780,596,27943,347,51618,11253,12727,629,2234,1483
60906,5362,11974,827,206,419,7690,965,3654.36,14248,11835,177,677,3230
272607,70229,37820,3559,337,828,25942,170,54521.4,7909,8519,1161,3301,747
435189,107294,61800,3783,201,538,27225,1452,87037.8,18818,11237,1107,4375,1339
84694,15133,5406,3319,221,741,7390,405,5081.64,19651,2476,781,3735,8432
423867,21652,20661,5079,902,290,16718,1403,84773.4,11031,1570,18,3187,9009
340838,14178,83394,2533,473,315,23999,1084,68167.6,9716,4184,1053,4059,8313
292152,51163,30816,1867,761,799,10576,529,58430.4,8887,6538,1336,4694,7867
80474,14751,12850,874,487,857,355,939,4828.44,16586,12431,271,1614,1908
48185,425,7098,2334,304,131,1922,741,2891.1,11557,8492,21,596,5806
360068,3044,26644,1624,208,602,4327,1621,72013.6,8988,7672,1333,1123,9446
272048,63165,52919,4704,424,867,3338,200,54409.6,8052,11467,1107,3615,5111
477633,142552,27428,1512,920,740,795,1681,95526.6,6109,12447,837,4873,574
266574,65439,58491,1734,350,538,16573,56,53314.8,16609,5007,620,2874,5484
212211,43874,33380,837,444,302,12335,84,42442.2,16688,4457,938,4909,1228
307124,66775,72822,5253,471,901,41773,782,61424.8,3158,7607,1760,1914,7132
32504,6566,1876,1874,478,977,2102,712,1950.24,17305,4688,488,1823,2494
64970,4213,9805,492,539,281,2166,1129,3898.2,14253,5505,402,2342,306
288910,53149,3017,1486,433,491,10442,825,57782,18950,1304,516,4590,9769
126944,3006,21172,4448,325,279,2058,1665,15233.28,18510,12383,582,4390,5383
366066,72561,9926,774,759,499,38838,1037,73213.2,13564,6015,1505,4944,4889
414911,19423,44508,4569,498,198,53545,1556,82982.2,8055,13236,1299,3811,5045
421012,104862,23486,5615,581,374,47772,938,84202.4,5683,10141,398,2751,3255
183615,25174,30397,2113,843,299,25796,1068,22033.8,5230,10520,1573,1711,5117
417775,92199,29511,5095,531,909,42587,1569,83555,3558,12198,1152,1561,8043
174211,33952,43340,2737,421,908,2380,372,20905.32,19122,14212,629,2371,3136
130494,27326,16237,3679,641,665,8325,1094,15659.28,12862,400,1028,621,7338
244941,31139,10002,4852,696,298,10355,763,48988.2,2078,12438,1505,3603,4543
18802,0,3201,1654,480,554,2709,846,1128.12,11972,9094,437,151,5878
477059,73638,99056,5914,748,321,29364,1254,95411.8,5163,13169,1620,1602,5824
181277,46637,27048,3700,307,109,22715,523,21753.24,4187,1082,316,4290,3458
306303,72652,40324,4054,581,622,26662,1146,61260.6,18650,14757,1613,4913,8279
21516,4745,5032,3829,474,470,479,1798,1290.96,10420,6360,1936,2933,7478
322636,30161,66877,458,265,411,43933,1092,64527.2,3392,12174,124,4597,8959
301230,4383,74232,2137,669,512,39640,1134,60246,16785,4533,893,2063,4432
123758,20320,23398,4911,768,479,17537,870,14850.96,7218,7092,75,4318,3386
40480,1699,6755,1325,768,139,4158,1269,2428.8,13335,6689,1306,2720,2515
193163,4507,26545,958,775,877,954,1396,23179.56,14062,9660,965,2419,5995
138023,14735,28625,977,584,689,14432,1947,16562.76,18980,10889,1894,4079,5045
382339,59919,61491,4710,671,948,13723,97,76467.8,13180,9719,1519,3672,2354
188838,29713,5565,4346,945,503,14153,792,22660.56,10920,13624,792,3065,965
310881,82055,72053,4121,721,59,43537,1345,62176.2,9976,7821,346,570,7450
281409,67561,14287,2675,415,182,21949,818,56281.8,15127,2664,940,4392,132
